CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
511,France,Male,35,3,157262.03,1,0,0,55475.91,0
722,France,Male,46,5,0.0,2,1,0,179908.71,0
573,France,Male,57,7,212746.65,1,1,0,96032.55,0
494,Germany,Female,89,0,77635.89,1,1,0,184484.09,1
825,France,Female,36,3,146053.66,1,1,1,138344.7,0
318,Spain,Female,23,2,226068.9,1,1,0,4107.1,0
706,France,Male,35,5,0.0,2,1,1,81718.37,0
707,France,Female,19,5,47955.58,2,1,1,118487.85,1
710,France,Male,45,1,0.0,2,1,1,36154.66,0
730,France,Male,41,1,103048.77,3,0,0,181734.0,1
737,France,Male,46,0,1049.91,3,0,0,86195.48,1
634,Germany,Female,88,7,39410.8,4,0,0,20061.03,0
642,France,Female,33,4,84607.34,2,0,1,60059.47,0
695,France,Female,31,5,106089.2,1,0,0,99537.68,0
536,France,Male,35,8,0.0,2,1,0,64833.28,0
571,France,Male,44,9,0.0,2,0,0,38433.35,0
720,Germany,Female,78,2,234491.1,4,0,0,110562.82,0
596,France,Male,88,6,212565.41,3,0,0,19838.75,1
749,Germany,Male,66,6,182532.23,2,1,1,195429.92,0
778,Germany,Female,85,9,112854.28,1,0,1,55265.51,1
790,Spain,Female,46,9,0.0,1,0,0,14679.81,1
452,Spain,Female,28,4,233556.03,3,1,1,156184.27,1
637,Germany,Male,73,6,55985.39,4,1,1,9551.99,0
718,Spain,Female,56,6,14916.32,2,0,0,78221.45,1
698,Spain,Male,33,0,226878.83,3,0,0,191673.8,1
723,France,Male,28,4,0.0,2,1,1,123885.88,0
872,France,Female,76,1,216890.38,2,1,0,153815.47,1
630,France,Male,43,9,0.0,2,1,1,34338.04,0
301,France,Female,90,1,207402.64,3,0,0,179037.37,0
472,France,Male,31,4,58662.92,2,0,1,73322.0,0
652,Spain,Male,25,3,249146.53,3,0,1,112170.43,0
728,France,Male,53,4,254270.69,4,1,0,159773.93,1
650,Spain,Male,24,8,108881.73,1,1,0,104492.83,0
844,France,Female,50,1,119930.23,4,0,0,187608.7,1
683,France,Female,73,8,137732.23,2,1,1,133210.44,0
618,France,Female,42,2,0.0,4,0,0,111097.39,1
467,Spain,Male,39,5,0.0,2,1,1,7415.96,0
494,France,Male,28,9,114731.76,2,0,1,79479.74,0
785,France,Female,38,1,0.0,1,1,0,134964.85,1
824,Germany,Male,76,9,42465.78,1,0,0,79074.6,1
898,Spain,Male,49,8,7370.55,4,0,1,70257.11,1
529,France,Male,46,8,0.0,1,0,0,126511.94,1
630,France,Male,25,7,163099.36,3,1,0,165393.99,1
587,Germany,Female,39,6,101851.8,2,1,0,7103.71,0
506,France,Female,34,4,90307.62,1,1,1,159235.29,0
490,Spain,Male,29,9,203711.28,1,0,1,141495.11,0
714,Germany,Female,36,1,101609.01,2,1,1,447.73,0
521,France,Female,90,6,240370.95,1,1,1,126419.57,0
609,Spain,Female,52,5,191326.85,3,0,0,98516.67,0
544,France,Male,79,4,100094.12,1,1,0,174934.01,0
613,Spain,Female,64,8,244715.23,3,1,0,110943.09,1
668,France,Male,42,8,187534.79,1,1,1,32900.41,1
472,Germany,Female,66,7,186160.68,4,1,0,41583.72,1
536,Spain,Female,28,3,118245.08,2,1,1,43102.94,1
875,France,Male,29,4,97885.69,4,0,0,44617.16,0
691,France,Male,58,3,0.0,1,0,1,194930.3,1
850,France,Female,32,8,0.0,2,1,1,55593.8,0
413,France,Male,61,0,16885.38,2,0,0,135224.55,1
811,France,Male,30,6,0.0,2,1,1,180591.32,0
547,France,Male,62,10,127738.75,2,1,1,85153.0,0
359,Spain,Female,72,4,49958.89,2,1,1,56671.36,0
407,Germany,Female,29,6,42584.61,4,1,0,31092.34,0
501,Germany,Male,93,4,210884.4,4,1,0,100927.2,0
579,Germany,Male,28,6,150329.15,1,1,0,145558.42,0
428,Germany,Female,53,10,55675.49,2,0,0,118327.43,1
437,Spain,Male,32,4,135619.47,1,0,0,32427.03,0
780,Spain,Female,38,0,45663.08,1,1,0,187544.3,0
705,Germany,Male,44,1,255410.22,4,1,0,89533.82,1
699,Germany,Female,54,3,111009.32,1,1,1,155905.79,1
784,Spain,Male,52,9,170496.87,2,1,0,183552.75,1
604,Spain,Male,40,5,155455.43,1,0,1,113581.85,0
608,France,Male,33,4,0.0,1,0,1,130474.03,0
534,Germany,Male,51,9,157816.65,1,0,0,23199.32,1
681,France,Female,29,2,148143.84,1,1,1,52021.39,0
348,Germany,Male,37,9,223693.89,4,0,0,58349.17,1
610,Spain,Female,68,1,4729.14,3,1,1,13108.58,1
464,France,Female,33,10,147493.7,2,1,0,100447.53,0
596,France,Female,70,3,103102.45,2,0,0,191336.22,1
588,Germany,Female,37,7,70258.88,2,1,0,139607.61,0
393,Germany,Female,22,2,182390.66,3,0,1,32875.79,1
751,France,Male,29,1,135536.5,1,1,0,66825.33,0
311,Spain,Male,61,1,161061.7,4,0,0,98223.52,1
596,Germany,Male,32,3,96709.07,2,0,0,41788.37,0
646,France,Female,51,4,101629.3,1,0,0,130541.1,0
683,Spain,Male,38,3,126152.84,1,0,0,15378.75,0
526,Germany,Male,34,3,122726.56,1,1,1,46772.36,0
482,Spain,Male,28,8,211737.43,4,1,1,139726.74,0
654,France,Male,38,8,0.0,2,1,0,88659.44,0
816,Germany,Male,33,2,137777.21,3,0,0,79276.42,1
868,Germany,Male,94,4,47931.26,3,0,0,46822.01,1
727,Spain,Female,21,2,6671.28,1,1,1,138084.25,1
622,Spain,Male,42,9,0.0,2,1,0,119127.06,0
640,France,Male,38,9,0.0,2,1,0,88827.67,0
876,Spain,Male,85,6,139045.95,1,0,0,82595.0,0
300,Spain,Female,85,5,234579.71,3,1,0,58889.25,1
402,Spain,Female,90,7,13737.97,2,1,1,59547.98,0
840,Germany,Male,67,7,56337.45,2,0,0,58499.35,0
698,Spain,Male,45,5,164450.94,1,1,0,141970.02,1
673,France,Male,65,0,0.0,1,1,1,85733.33,0
592,France,Male,29,7,0.0,2,1,1,91196.67,0
619,Germany,Male,84,4,193639.55,3,0,1,98022.78,1
605,France,Male,35,6,0.0,2,1,1,45206.57,0
334,France,Male,85,1,79730.86,3,1,1,29619.73,1
782,France,Female,33,2,94493.03,1,0,1,101866.39,0
664,Germany,Female,93,5,128032.6,4,1,1,148335.34,1
620,Spain,Female,88,8,245566.39,3,1,1,192049.87,1
524,Spain,Male,79,9,103084.62,2,0,0,160744.19,0
647,Germany,Male,50,3,220570.87,2,0,0,36830.27,1
492,France,Female,73,9,162382.96,2,0,1,179700.81,1
865,Spain,Female,79,0,24924.93,2,1,0,2526.12,0
759,Germany,Male,22,9,8979.79,1,1,0,42726.56,1
501,France,Female,39,9,117301.66,1,0,0,182025.95,0
347,Germany,Male,24,10,130826.94,2,0,0,28593.82,0
693,Germany,Female,48,7,7169.66,3,1,0,44524.17,0
690,Germany,Female,54,1,144027.8,1,1,1,108731.02,1
573,Spain,Male,41,5,0.0,2,0,1,14479.29,0
639,Spain,Female,33,6,200439.49,3,0,1,7149.83,0
663,Spain,Male,38,6,254086.79,1,1,0,34684.88,0
662,France,Female,22,2,126362.57,2,1,1,97382.8,0
680,France,Male,36,3,116275.12,1,1,1,63795.8,0
518,Spain,Male,50,4,0.0,1,0,0,107112.25,1
861,Germany,Female,54,10,64713.07,3,1,1,164387.23,1
608,France,Female,56,10,129255.2,2,1,0,142492.04,1
833,Spain,Male,46,8,138566.0,2,1,0,150521.73,1
314,Spain,Male,44,8,89201.61,4,0,0,12502.44,0
726,France,Female,48,4,0.0,1,1,0,114020.06,1
708,Spain,Male,46,7,68799.72,1,1,1,39704.14,0
727,France,Male,62,3,115578.64,1,1,1,97878.41,0
695,Germany,Female,39,9,95553.14,1,1,0,57602.09,1
433,Spain,Male,47,2,83572.2,4,0,0,41968.52,0
507,Germany,Male,36,9,118214.32,3,1,0,119110.03,1
805,France,Female,31,4,0.0,2,1,0,4798.12,0
507,Spain,Male,71,9,109488.54,4,0,0,99655.56,0
654,France,Male,29,1,0.0,1,1,0,180345.44,0
776,Germany,Female,37,1,93124.04,2,1,1,196079.32,0
691,Spain,Male,35,6,0.0,2,0,1,178038.17,0
458,France,Female,76,1,213290.78,4,0,0,26602.75,1
774,France,Male,53,4,113709.28,1,1,1,153887.93,1
765,France,Male,74,1,84239.9,1,0,1,139094.86,1
625,Germany,Male,63,1,41783.52,4,1,1,14780.72,1
694,France,Female,25,0,209445.14,1,1,1,87899.52,0
550,Spain,Female,25,10,213568.97,2,0,0,144386.34,0
507,Germany,Male,64,6,212942.19,1,0,1,18556.71,0
850,France,Female,34,2,0.0,2,1,1,171706.66,0
598,Germany,Female,50,5,88379.81,3,0,1,64157.24,1
603,France,Female,87,4,71401.24,3,0,1,187207.51,0
835,Germany,Female,29,10,130420.2,2,0,0,106276.55,0
319,France,Male,30,2,38333.67,3,1,0,87784.51,1
579,France,Male,35,1,0.0,2,1,0,4460.2,0
831,Spain,Female,71,6,194475.69,3,0,0,159149.13,0
812,Spain,Female,44,8,0.0,3,1,0,66926.83,1
662,Spain,Female,42,6,105021.28,1,1,0,48242.38,0
703,France,Male,50,8,160139.59,2,1,1,79314.1,0
855,Spain,Male,37,0,117960.06,2,0,1,52260.91,1
759,Germany,Male,30,4,101802.67,1,0,0,8693.8,0
718,Germany,Female,39,7,93148.74,2,1,1,190746.38,0
589,Germany,Female,36,9,140355.56,2,1,0,136329.96,0
857,France,Male,83,0,99880.52,2,1,0,187194.67,1
603,Germany,Female,40,8,148897.02,1,0,0,105052.9,0
728,France,Male,37,3,122689.51,2,0,0,106977.53,1
664,France,Male,92,0,27233.29,3,1,1,199727.65,0
549,France,Female,38,8,107283.4,1,0,0,157442.75,0
459,Germany,Female,58,2,240716.92,2,1,1,180075.06,0
405,Spain,Male,84,5,222830.12,2,1,0,170850.42,1
301,France,Male,56,2,130135.06,1,0,0,182748.41,1
647,Germany,Female,33,3,168560.46,2,0,0,90270.16,0
712,Spain,Female,29,7,77919.78,1,1,0,122547.58,0
423,France,Female,73,8,119631.02,3,0,0,74388.27,0
517,Germany,Male,53,0,109172.88,1,1,0,54676.1,1
751,France,Male,31,8,0.0,2,0,0,17550.49,0
527,Germany,Male,58,3,137318.42,1,1,1,126144.96,0
638,France,Male,36,6,188455.19,1,0,0,47031.4,1
409,France,Male,56,10,191581.15,4,0,0,94593.08,0
750,Spain,Female,39,6,0.0,2,0,0,19264.33,0
384,Spain,Female,52,3,223465.78,1,1,1,71002.06,1
815,France,Male,54,9,33097.57,2,1,0,42585.19,0
498,Germany,Male,57,10,75171.03,2,1,0,190100.46,1
521,France,Male,35,6,96423.84,1,1,0,10488.44,0
659,Germany,Male,39,8,52106.33,2,1,1,107964.36,0
882,Germany,Male,84,4,255824.3,4,0,1,107268.93,1
574,Germany,Male,33,3,129834.67,1,1,0,193131.42,0
666,France,Male,36,4,120165.4,2,1,0,33701.5,0
840,France,Female,43,7,0.0,2,1,0,90908.95,0
550,Spain,Male,36,10,83823.61,4,0,1,17552.88,1
854,Spain,Male,49,7,197441.38,3,0,0,38920.86,0
835,Spain,Male,64,8,146515.78,4,0,1,118778.12,1
754,Germany,Female,39,8,129401.87,1,1,1,87684.93,0
632,Germany,Male,41,3,126550.7,1,0,0,177644.52,1
715,France,Male,35,2,141005.47,1,1,1,60407.93,0
727,Spain,Female,31,10,96997.09,2,0,0,76614.04,0
710,France,Male,21,4,109130.96,2,1,1,56191.99,0
701,Spain,Male,36,8,0.0,2,1,0,169161.46,0
606,Germany,Male,65,10,126306.64,3,0,0,7861.68,1
743,Germany,Male,59,5,108585.35,1,1,1,192127.22,1
496,Germany,Female,55,4,125292.53,1,1,1,31532.96,1
694,Germany,Female,80,0,256226.88,3,1,0,175151.2,1
702,Spain,Female,35,8,14262.8,2,1,0,54689.16,0
613,Spain,Male,35,4,123557.65,2,0,1,170903.4,0
688,France,Male,20,8,137624.4,2,1,1,197582.79,0
708,Spain,Female,41,5,0.0,1,0,1,157003.99,0
635,France,Female,33,5,0.0,2,1,0,122949.71,0
848,France,Male,73,4,138309.0,1,1,1,187080.69,1
812,France,Male,42,7,70507.99,3,1,1,39377.94,1
330,Germany,Male,75,10,29850.25,1,0,1,36813.84,0
524,France,Male,32,1,144875.71,1,0,0,187740.04,0
783,Spain,Female,59,9,126224.87,1,1,1,4423.63,0
447,Germany,Female,21,0,255685.39,4,1,1,46565.46,1
780,France,Male,94,1,246806.94,2,1,1,133442.36,1
589,France,Male,36,8,114435.47,1,1,0,26955.72,0
706,Spain,Male,28,3,0.0,2,0,1,181543.67,0
554,Spain,Female,46,7,87603.35,3,0,1,96929.24,1
692,Germany,Male,49,6,110540.43,2,0,1,107472.99,0
857,France,Female,53,7,254053.13,2,0,1,161200.88,0
588,Spain,Male,34,10,0.0,2,1,0,79078.91,0
860,Spain,Female,30,8,232530.73,3,0,0,76989.74,1
815,Spain,Female,39,6,0.0,1,1,1,85167.88,0
784,Spain,Male,60,1,92045.75,4,1,1,176383.3,1
469,Germany,Male,38,9,113599.42,1,0,0,11950.29,0
530,France,Male,93,10,118934.56,3,0,0,54872.79,0
670,France,Male,68,8,178147.65,2,1,0,26363.09,0
724,Spain,Female,41,4,142880.28,3,0,0,185541.2,1
426,France,Female,39,9,234339.87,3,1,1,96783.87,0
595,Spain,Male,22,2,79901.53,2,0,0,182320.19,1
507,France,Female,33,1,113452.66,1,0,0,142911.99,0
824,Spain,Male,93,9,75770.9,3,0,0,147284.48,1
656,Spain,Female,32,1,104254.27,1,1,1,17034.37,0
722,France,Male,40,6,0.0,2,1,1,111893.09,0
732,Germany,Male,75,2,259279.12,2,1,1,15057.47,0
659,France,Male,36,6,123841.49,2,1,0,96833.0,0
440,Spain,Male,95,7,235373.36,1,1,0,176524.38,0
642,France,Male,48,9,118317.27,4,0,0,78702.98,1
365,France,Male,81,8,181995.44,1,0,0,127202.52,1
656,France,Male,40,2,0.0,2,1,1,180553.48,0
624,Spain,Female,36,0,0.0,2,1,0,111605.9,0
362,Spain,Male,90,6,189229.0,4,1,1,109221.86,1
682,Germany,Female,44,2,47843.46,1,0,1,157086.9,1
727,Germany,Male,59,5,152581.06,1,1,0,71830.1,1
397,Germany,Female,54,5,15900.76,1,1,0,184529.68,1
622,Spain,Male,27,9,139834.93,1,1,1,152733.89,0
817,Germany,Male,71,0,187321.55,4,0,0,100829.45,1
699,France,Female,32,4,110559.46,1,1,1,127429.56,0
305,France,Male,67,10,136466.36,1,0,0,124554.8,0
618,Spain,Male,41,4,115251.64,1,0,0,136435.75,0
510,Germany,Male,31,0,113688.63,1,1,0,33099.41,1
775,France,Female,41,8,232829.96,4,1,0,117538.91,0
723,Germany,Female,92,8,114705.07,1,1,0,118183.09,1
596,Germany,Male,54,1,123544.0,1,1,1,120314.75,1
479,Spain,Male,37,6,118433.94,1,0,1,160060.9,0
852,France,Female,41,8,222498.53,3,1,0,97190.48,1
560,Spain,Female,28,1,0.0,2,1,1,120880.72,0
753,Germany,Male,44,3,138076.47,1,1,0,15523.09,1
717,France,Male,53,6,0.0,2,0,1,97614.87,0
552,Germany,Male,50,4,121175.56,1,1,0,117505.07,1
395,Germany,Female,89,8,31270.55,1,0,1,102416.27,0
607,Spain,Male,40,5,7361.76,3,1,1,64582.36,1
782,Germany,Female,53,1,81571.05,1,1,0,182960.46,1
576,France,Male,36,6,0.0,2,1,1,48314.0,0
439,Spain,Male,52,3,96196.24,4,1,0,198874.52,1
473,Germany,Male,19,0,182947.15,4,0,1,696.83,1
738,Germany,Female,48,4,54762.8,1,0,0,95565.34,0
506,France,Male,18,3,164768.09,4,1,1,101392.05,0
434,Spain,Male,55,6,0.0,1,0,1,73562.05,1
520,Germany,Female,45,1,123086.39,1,1,1,41042.4,1
840,Germany,Female,51,1,87779.83,1,0,1,36687.11,1
678,France,Male,26,5,111128.04,1,1,0,60941.27,1
445,France,Female,30,3,0.0,2,1,1,127939.19,0
421,France,Male,84,1,135720.36,4,0,0,102091.52,1
733,Germany,Female,61,5,141016.52,3,0,1,186463.47,0
608,Germany,Female,81,4,100461.59,1,0,0,114597.8,0
794,France,Male,56,9,96951.21,1,1,1,71776.76,0
433,Spain,Male,27,2,0.0,2,1,1,153698.65,0
727,France,Female,28,8,116985.04,4,1,1,51156.98,1
686,Spain,Male,38,7,111484.88,1,1,1,76076.2,0
383,Spain,Male,94,7,106925.11,2,0,1,196008.92,1
604,France,Female,32,7,127849.38,1,1,0,15798.7,0
641,Germany,Female,37,7,62974.64,2,0,1,39016.43,0
718,Germany,Male,47,2,241226.28,2,1,0,41386.26,1
529,Spain,Male,35,5,0.0,2,1,1,187288.5,0
850,Germany,Male,30,5,123210.56,2,1,1,102180.27,0
709,Spain,Male,91,4,91936.63,2,1,1,94140.53,0
688,Spain,Female,67,9,80880.46,2,1,1,126400.22,1
598,Germany,Male,19,3,150348.37,1,1,1,173784.04,0
691,France,Male,41,2,0.0,1,1,1,56850.92,1
567,Spain,Male,44,9,0.0,2,1,0,87677.15,0
622,Spain,Male,68,8,33710.46,3,1,0,35435.89,1
586,France,Female,35,7,0.0,2,1,0,70760.69,0
769,France,Female,38,2,0.0,2,0,0,75578.67,0
424,France,Male,55,1,206025.03,4,0,1,158148.56,0
659,Spain,Female,33,8,115409.6,1,0,1,1539.21,0
768,Germany,Female,40,1,195368.28,4,0,0,72617.62,1
491,France,Female,49,10,14250.96,4,1,0,40371.16,1
635,France,Male,29,1,0.0,1,0,1,24865.54,0
744,Germany,Male,29,6,123737.04,2,1,0,141558.04,0
787,Germany,Female,38,3,158373.23,1,1,1,28228.35,0
350,France,Male,83,3,229563.17,3,0,1,118833.26,1
618,Spain,Male,60,5,142211.11,4,0,0,24059.84,0
342,Germany,Female,47,1,160237.38,2,0,1,88635.26,1
628,France,Female,46,1,46870.43,4,1,0,31272.14,1
579,Germany,Female,30,3,251057.47,2,0,1,48132.97,0
530,Germany,Female,69,5,135783.22,2,1,0,50739.4,0
310,Germany,Male,40,7,99514.82,4,0,1,77968.68,1
437,Germany,Female,32,7,144510.59,1,1,1,135743.27,1
765,Spain,Female,32,9,178095.55,1,0,0,47247.56,0
601,France,Male,50,2,115625.07,1,1,0,185855.21,0
445,France,Male,54,6,97033.02,1,1,0,189702.43,0
553,Germany,Female,70,7,29498.73,2,1,1,136062.22,1
632,France,Female,49,5,167962.7,1,0,0,140201.21,0
652,Spain,Female,33,3,124832.51,1,1,0,195877.06,0
646,France,Female,37,7,96558.66,1,0,0,163427.18,0
369,Germany,Male,55,0,149123.62,2,1,0,183298.23,1
746,France,Female,21,8,166883.07,2,0,1,194563.65,0
611,France,Male,49,3,0.0,2,1,1,142917.54,0
698,Spain,Female,63,5,0.0,1,1,1,173576.71,0
760,France,Female,32,7,0.0,2,1,1,105969.05,0
772,France,Male,23,2,0.0,2,1,0,18364.19,0
649,France,Male,33,2,0.0,2,1,0,2010.98,0
326,Germany,Female,59,5,28948.46,4,0,1,107973.61,1
686,Germany,Male,26,1,57422.62,1,1,1,79189.4,0
714,Germany,Female,49,4,93059.34,1,1,0,7571.51,1
530,Spain,Female,41,4,0.0,2,0,1,147606.71,0
433,France,Male,87,5,66467.97,1,1,1,89007.07,0
732,France,Female,20,4,12608.58,2,1,1,116693.21,0
508,Spain,Female,83,0,71660.94,3,0,1,53566.74,0
900,Spain,Male,33,5,141472.95,1,1,1,41820.65,0
682,Spain,Female,48,9,101198.01,1,1,1,49732.9,0
772,France,Male,34,9,0.0,2,1,0,170980.86,0
613,Germany,Male,33,3,155736.42,2,1,1,57751.21,0
510,Spain,Female,32,0,184646.64,1,1,1,186930.14,1
462,France,Male,39,4,140133.08,2,0,0,131304.45,0
899,France,Female,87,10,28056.29,1,1,1,164018.15,0
594,Germany,Female,21,2,87096.82,2,1,0,168186.11,0
491,Germany,Female,84,4,124079.98,2,0,0,195841.57,0
315,Spain,Male,65,1,256838.48,3,1,1,83339.49,0
442,France,Male,76,10,88039.3,1,1,0,18482.85,1
821,Germany,Female,79,2,82547.51,4,0,0,78862.7,1
520,Spain,Female,42,6,0.0,2,1,1,34410.55,0
702,Spain,Male,39,8,0.0,2,1,0,99654.13,0
729,Germany,Male,30,6,63669.42,1,1,0,145111.37,0
487,Germany,Female,60,9,16630.09,3,0,0,83874.32,0
333,Germany,Male,39,9,73771.85,3,1,1,11824.73,0
801,Spain,Male,58,1,79954.61,2,1,1,30484.19,0
534,Germany,Male,33,1,110712.0,4,1,0,148535.46,0
733,Spain,Male,35,8,102918.38,1,1,1,45959.86,0
645,France,Male,45,6,155417.61,1,0,1,3449.22,0
705,Germany,Female,48,1,156848.13,2,1,1,99475.95,1
838,France,Female,53,8,236299.41,3,0,1,76517.13,0
817,Germany,Female,58,8,114644.48,2,1,0,45837.52,1
774,France,Male,34,6,84359.19,3,1,1,43403.31,1
703,France,Male,28,2,81173.83,2,0,1,162812.16,0
587,France,Male,55,9,0.0,1,1,0,64593.07,0
556,France,Male,83,2,215096.11,2,1,1,108706.4,0
774,France,Male,26,2,93844.69,1,1,0,28415.36,0
413,Spain,Female,21,2,190702.68,4,0,0,95783.87,0
447,France,Female,92,2,33396.8,3,0,1,189173.98,1
607,Germany,Male,40,5,90594.55,1,0,1,181598.25,0
361,Spain,Male,38,2,200747.72,3,0,1,153679.06,0
588,Germany,Male,33,9,150186.22,2,1,1,65611.01,0
529,France,Male,30,2,116295.29,1,1,0,75285.47,0
414,France,Male,45,2,100751.98,4,1,0,193641.64,1
358,Germany,Male,34,3,30513.4,1,0,0,9962.64,0
596,Spain,Female,76,9,134208.25,1,1,1,13455.43,0
569,Germany,Female,28,3,100032.52,1,1,0,5159.21,1
370,France,Male,31,7,83288.0,4,1,0,36883.49,1
686,Spain,Male,21,10,42292.99,1,0,0,116238.79,0
391,Spain,Male,46,8,72802.49,2,1,0,41425.21,0
718,France,Female,25,4,108691.95,1,1,0,63030.97,0
505,France,Male,26,8,112972.57,1,1,0,145011.62,0
465,Spain,Female,92,7,230365.01,2,1,0,38614.06,1
415,Germany,Female,27,5,188078.09,1,1,1,96229.2,1
802,Spain,Male,41,6,0.0,2,1,0,47322.05,0
810,France,Male,51,4,73657.87,2,1,1,170748.0,1
664,Germany,Female,21,8,13257.5,1,0,0,131907.81,0
584,France,Female,44,0,96688.92,3,0,0,143928.97,1
790,Germany,Male,42,1,85839.62,1,1,0,198182.73,0
388,Spain,Male,69,6,212196.47,4,0,1,72604.72,1
699,Spain,Male,31,8,125927.51,2,1,0,147661.47,0
655,Germany,Female,32,6,130935.56,1,1,0,9241.83,1
614,Germany,Female,39,8,125997.22,1,1,1,128049.34,1
647,Spain,Male,47,5,105603.21,2,1,1,157360.9,0
699,Spain,Female,38,6,256568.72,1,0,0,22313.28,1
546,France,Female,30,5,0.0,2,0,1,198543.09,0
